Model,Learning Rate,Iterations,Precision Score,Recall Score,F1 Score,Accuracy
Logistic,0.01,1500,0.807017543859649,0.807017543859649,0.760330578512397,0.837988826815642
Logistic,0.01,1500,0.8070175438596491,0.8070175438596491,0.7603305785123967,0.8379888268156425
Logistic,0.01,1500,0.8070175438596491,0.8070175438596491,0.7603305785123967,0.8379888268156425
